iso_code,continent,location,last_updated_date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
TZA,Africa,Tanzania,2022-03-28,33797.0,0.0,3.429,800.0,0.0,0.0,549.559,0.0,0.056,13.008,0.0,0.0,0.55,,,,,,,,,,,,,,,,,,5031070.0,3941772.0,3067877.0,,,0.0,8.18,6.41,4.99,,0.0,28897.0,0.047,13.89,61498438.0,64.699,17.7,3.108,1.874,2683.304,49.1,217.288,5.75,3.3,26.7,47.953,0.7,65.46,0.529,,,,
THA,Asia,Thailand,2022-03-28,3575398.0,21678.0,25229.429,24958.0,78.0,77.286,51113.007,309.903,360.674,356.793,1.115,1.105,1.18,,,,,,,,,,,,,,,,,,128649997.0,55298956.0,50142091.0,23208950.0,135906.0,180849.0,183.91,79.05,71.68,33.18,2585.0,52987.0,0.076,48.61,69950844.0,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
TLS,Asia,Timor,2022-03-28,22822.0,1.0,4.143,130.0,0.0,0.0,16982.234,0.744,3.083,96.735,0.0,0.0,0.54,,,,,,,,,,,,,,,,,,1297126.0,700055.0,578949.0,,,1634.0,96.52,52.09,43.08,,1216.0,1066.0,0.079,33.33,1343875.0,87.176,18.0,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,,,,
TGO,Africa,Togo,2022-03-28,36921.0,4.0,5.571,272.0,0.0,0.0,4354.794,0.472,0.657,32.082,0.0,0.0,1.0,,,,,,,,,716349.0,877.0,84.493,0.103,931.0,0.11,0.006,167.1,tests performed,,,,,,,,,,,,,,,8478242.0,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,,,,
TON,Oceania,Tonga,2022-03-28,5591.0,259.0,337.0,2.0,0.0,0.0,52370.292,2426.025,3156.643,18.734,0.0,0.0,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.39,106759.0,150.028,22.3,5.82,4.032,5425.621,,227.49,15.42,11.8,44.4,,2.6,70.91,0.725,,,,
TTO,North America,Trinidad and Tobago,2022-03-28,137248.0,420.0,274.286,3738.0,4.0,3.143,97798.591,299.279,195.447,2663.581,2.85,2.24,0.88,,,,,,,,,668817.0,630.0,476.578,0.449,1237.0,0.881,0.233,4.3,people tested,1546140.0,746020.0,708598.0,147912.0,3000.0,977.0,110.17,53.16,50.49,10.54,696.0,154.0,0.011,,1403374.0,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3.0,73.51,0.796,,,,
TUN,Africa,Tunisia,2022-03-28,1033731.0,3969.0,567.0,28165.0,100.0,14.286,86607.862,332.53,47.504,2359.715,8.378,1.197,0.74,,,,,,,,,4500701.0,,377.077,,3667.0,0.307,0.021,48.1,people tested,13037269.0,7171789.0,6345597.0,1165182.0,,1729.0,109.23,60.09,53.16,9.76,145.0,437.0,0.004,17.59,11935764.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.74,,,,
TUR,Asia,Turkey,2022-03-28,14815041.0,14364.0,15170.143,97861.0,61.0,73.429,174207.013,168.903,178.383,1150.727,0.717,0.863,0.71,,,,,,,,,151851543.0,301014.0,1785.591,3.54,295374.0,3.473,0.058,17.2,tests performed,146823531.0,57773691.0,52964480.0,36085360.0,60967.0,45783.0,172.65,67.93,62.28,42.43,538.0,2488.0,0.003,23.15,85042736.0,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.82,,,,
TCA,North America,Turks and Caicos Islands,2022-03-28,5888.0,0.0,2.0,36.0,0.0,0.0,150104.523,0.0,50.987,917.759,0.0,0.0,,,,,,,,,,,,,,,,,,,68670.0,31419.0,29400.0,,,15.0,175.06,80.1,74.95,,382.0,9.0,0.023,,39226.0,37.312,,,,,,,,,,,,80.22,,,,,
UGA,Africa,Uganda,2022-03-28,163869.0,7.0,14.429,3596.0,1.0,0.143,3477.435,0.149,0.306,76.31,0.021,0.003,1.11,,,,,,,,,2542633.0,,53.957,,3578.0,0.076,0.007,149.4,tests performed,,,,,,,,,,,,,,,47123533.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.544,,,,
UKR,Europe,Ukraine,2022-03-28,5040518.0,0.0,0.0,112459.0,0.0,0.0,115962.423,0.0,0.0,2587.238,0.0,0.0,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,43466822.0,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,,,,
ARE,Asia,United Arab Emirates,2022-03-28,890398.0,286.0,332.571,2302.0,0.0,0.0,89119.268,28.626,33.287,230.405,0.0,0.0,0.94,,,,,,,,,147145013.0,229355.0,14727.634,22.956,300191.0,30.046,0.001,892.2,tests performed,24456538.0,9890221.0,9603404.0,4962913.0,,10386.0,244.78,98.99,96.12,49.67,1040.0,0.0,0.0,35.19,9991083.0,112.442,34.0,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,,,,
GBR,Europe,United Kingdom,2022-03-28,20971446.0,214679.0,84452.571,164821.0,218.0,142.143,307467.136,3147.458,1238.178,2416.478,3.196,2.084,1.22,363.0,5.322,19118.0,280.293,,,15530.0,227.689,483762402.0,617522.0,7092.551,9.054,740542.0,10.857,0.115,8.7,tests performed,140937817.0,52783242.0,49393056.0,38761519.0,23186.0,32769.0,206.63,77.39,72.42,56.83,480.0,5142.0,0.008,12.96,68207114.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,,,,
USA,North America,United States,2022-03-28,79995485.0,42967.0,30662.143,977687.0,985.0,692.0,240287.963,129.063,92.102,2936.746,2.959,2.079,1.02,2187.0,6.569,12243.0,36.775,,,11755.0,35.309,842683453.0,958496.0,2531.226,2.879,834280.0,2.506,0.022,45.5,tests performed,559976590.0,255303233.0,217448365.0,97312503.0,4669.0,117564.0,168.66,76.9,65.49,29.31,354.0,31993.0,0.01,58.8,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,,,,
OWID_UMC,,Upper middle income,2022-03-28,124166562.0,98886.0,139637.0,2485583.0,859.0,1178.429,49396.47,39.339,55.551,988.825,0.342,0.469,,,,,,,,,,,,,,,,,,,4952664217.0,2041224058.0,1920964058.0,910445138.0,5210563.0,6079119.0,197.03,81.2,76.42,36.22,2418.0,679940.0,0.027,,2513672790.0,,,,,,,,,,,,,,,,,,
URY,South America,Uruguay,2022-03-28,884742.0,661.0,1191.714,7154.0,3.0,1.857,253860.377,189.662,341.94,2052.708,0.861,0.533,0.83,,,,,,,,,5962401.0,7244.0,1710.801,2.079,11126.0,3.192,0.113,8.9,people tested,8017224.0,2972438.0,2841908.0,2202878.0,13742.0,10414.0,230.04,85.29,81.54,63.21,2988.0,396.0,0.011,,3485152.0,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14.0,19.9,,2.8,77.91,0.817,,,,
UZB,Asia,Uzbekistan,2022-03-28,237679.0,38.0,24.429,1637.0,0.0,0.0,7003.791,1.12,0.72,48.238,0.0,0.0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
VUT,Oceania,Vanuatu,2022-03-28,2633.0,429.0,229.714,1.0,0.0,0.0,8372.978,1364.226,730.495,3.18,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.19,314464.0,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609,,,,
VAT,Europe,Vatican,2022-03-28,29.0,0.0,0.0,,,,35714.286,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.0,,,,,,,,,,,,,75.12,,,,,
VEN,South America,Venezuela,2022-03-28,520169.0,56.0,63.571,5680.0,1.0,1.429,18121.232,1.951,2.215,197.875,0.035,0.05,0.62,,,,,,,,,,,,,,,,,,37860994.0,22157232.0,14287370.0,,,0.0,131.9,77.19,49.77,,0.0,0.0,0.0,,28704947.0,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,,,,0.8,72.06,0.711,,,,
VNM,Asia,Vietnam,2022-03-28,9274849.0,263376.0,169298.286,42358.0,52.0,58.429,94478.554,2682.888,1724.563,431.481,0.53,0.595,1.01,,,,,,,,,84027988.0,,855.954,,139911.0,1.425,,,people tested,203144374.0,79947189.0,77754108.0,45443077.0,1115043.0,344931.0,206.93,81.44,79.2,46.29,3514.0,39004.0,0.04,63.89,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,
WLF,Oceania,Wallis and Futuna,2022-03-28,454.0,0.0,0.0,7.0,0.0,0.0,40923.021,0.0,0.0,630.972,0.0,0.0,,,,,,,,,,,,,,,,,,,12940.0,6483.0,6457.0,,,4.0,116.64,58.44,58.2,,361.0,2.0,0.018,,11094.0,,,,,,,,,,,,,79.94,,,,,
OWID_WRL,,World,2022-03-28,482325063.0,1424337.0,1458324.429,6127440.0,3978.0,4775.857,61247.894,180.869,185.185,778.091,0.505,0.606,0.93,,,,,,,,,,,,,,,,,,11212102250.0,5069318807.0,4535618893.0,1629469927.0,21392292.0,16897107.0,142.38,64.37,57.6,20.69,2146.0,3765401.0,0.048,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
YEM,Asia,Yemen,2022-03-28,11803.0,0.0,0.286,2142.0,0.0,0.0,387.102,0.0,0.009,70.251,0.0,0.0,0.52,,,,,,,,,,,,,,,,,,807502.0,643501.0,404781.0,,,2271.0,2.65,2.11,1.33,,74.0,1866.0,0.006,20.37,30490639.0,53.508,20.3,2.922,1.583,1479.147,18.8,495.003,5.35,7.6,29.2,49.542,0.7,66.12,0.47,,,,
ZMB,Africa,Zambia,2022-03-28,316550.0,0.0,94.0,3966.0,0.0,0.429,16730.392,0.0,4.968,209.612,0.0,0.023,0.89,,,,,,,,,3346905.0,2364.0,176.892,0.125,2674.0,0.141,0.047,21.3,tests performed,3390539.0,2829929.0,2176230.0,,20187.0,14571.0,17.92,14.96,11.5,,770.0,12818.0,0.068,27.78,18920657.0,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2.0,63.89,0.584,,,,
ZWE,Africa,Zimbabwe,2022-03-28,245927.0,107.0,177.429,5438.0,0.0,1.286,16295.005,7.09,11.756,360.319,0.0,0.085,0.83,,,,,,,,,2176708.0,,144.228,,2747.0,0.182,0.074,13.5,tests performed,8845039.0,4918147.0,3493763.0,433129.0,53311.0,90629.0,58.61,32.59,23.15,2.87,6005.0,71313.0,0.473,53.7,15092171.0,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.571,,,,
